Номер заказа;Номер отправления;Принят в обработку;Дата отгрузки;Статус;Дата доставки;Фактическая дата передачи в доставку;Сумма отправления;Наименование товара;OZON id;Количество
31596376-0243;31596376-0243-1;12.07.2025 07:38;12.07.2025 14:30;Доставлен;17.07.2025 07:12;12.07.2025 15:13;530;Носки с Персиком, белые (VMS-SC-018-100), 36-40;1769119411;1
31596376-0242;31596376-0242-1;12.07.2025 07:37;14.07.2025 08:00;Отменён;;14.07.2025 04:55;2300;Худи VK Дигги комикс, серое (VMS-SW-001-700), XS;1778100197;1
48962835-0053;48962835-0053-2;12.07.2025 05:31;12.07.2025 16:30;Отменён;;12.07.2025 17:29;2846;Полотенце VK с Персиком;1776952077;1
48962835-0053;48962835-0053-1;12.07.2025 05:31;13.07.2025 08:00;Отменён;;13.07.2025 15:22;942;"Настольная игра VK ""Friends""";1776516081;1
55241285-0084;55241285-0084-3;12.07.2025 03:32;13.07.2025 12:30;Доставлен;18.07.2025 08:55;13.07.2025 17:57;1217;Мягкая игрушка VK Хоппер, малая;1768224467;1
55241285-0084;55241285-0084-1;12.07.2025 03:32;13.07.2025 12:30;Доставлен;18.07.2025 08:55;13.07.2025 14:34;1353;Мягкая игрушка VK МиуМяу;1768224468;1
06942403-0873;06942403-0873-5;11.07.2025 22:56;13.07.2025 00:00;Доставлен;14.07.2025 13:44;12.07.2025 14:17;749;Обложка на паспорт VK Персик (Крик);1768141595;1
06942403-0873;06942403-0873-3;11.07.2025 22:56;13.07.2025 00:00;Доставлен;14.07.2025 13:44;12.07.2025 13:59;552;Белые базовые носки VK (VBG-SC-001-100), 41-44;1774881967;1
06942403-0873;06942403-0873-1;11.07.2025 22:56;13.07.2025 00:00;Доставлен;14.07.2025 13:44;13.07.2025 00:03;5713;Футболка RNDM CREW х VK Музыка, цвет серый с зеленым принтом (VLM-TS-002-700), XL;1787540771;1
63036879-0007;63036879-0007-1;11.07.2025 20:52;12.07.2025 06:00;Доставлен;14.07.2025 13:18;12.07.2025 07:26;3222;Футболка RNDM CREW х VK Музыка, цвет серый с зеленым принтом (VLM-TS-002-700), M;1787540715;1
48962835-0051;48962835-0051-1;11.07.2025 20:39;12.07.2025 16:30;Отменён;;12.07.2025 17:28;1852;Футболка Дигги 3D, Голубой (V3D-TS-001-200), S;1768353187;1
0187576178-0009;0187576178-0009-1;11.07.2025 20:08;13.07.2025 04:00;Доставлен;15.07.2025 13:01;13.07.2025 11:28;1353;Мягкая игрушка VK Лис;1768224487;1
22711887-0311;22711887-0311-1;11.07.2025 18:31;12.07.2025 08:00;Доставлен;23.07.2025 12:10;12.07.2025 09:59;3093;Мягкая игрушка VK Дигги;1768224507;1
86172754-0019;86172754-0019-1;11.07.2025 17:14;12.07.2025 00:00;Доставлен;14.07.2025 12:40;12.07.2025 04:19;749;Картхолдер VK Спотти (НЛО);1768141529;1
35301188-0099;35301188-0099-1;11.07.2025 16:59;12.07.2025 00:00;Доставлен;13.07.2025 13:12;12.07.2025 04:03;1992;Футболка Спотти 3D, Графит (V3D-TS-001-700), XS;1768353212;1
70467954-0724;70467954-0724-1;11.07.2025 16:47;;Отменён;;;632;Носки с Дигги, голубые (VMS-SC-014-200), 41-44;1769119122;1
33088881-0092;33088881-0092-1;11.07.2025 14:46;11.07.2025 20:00;Доставлен;12.07.2025 15:31;11.07.2025 23:56;1767;Мягкая игрушка VK Персик;1768224495;1
80391226-0121;80391226-0121-1;11.07.2025 14:20;12.07.2025 02:00;Доставлен;12.07.2025 14:56;11.07.2025 21:25;1715;Футболка, цвет черный, Дигги комикс (VMS-TS-015-800), S;1768353210;1
03323686-0192;03323686-0192-4;11.07.2025 13:35;12.07.2025 04:00;Доставлен;16.07.2025 13:09;12.07.2025 08:47;417;"Значок VK ""Обнимышь""";1769215742;1
0113878502-0051;0113878502-0051-1;11.07.2025 13:13;13.07.2025 12:30;Доставлен;28.07.2025 09:51;13.07.2025 03:26;287;Стикерпак VK 3D VK Friends;1775029414;1
0113878502-0050;0113878502-0050-1;11.07.2025 13:13;11.07.2025 23:00;Доставлен;15.07.2025 09:42;11.07.2025 22:40;428;Стикерпак VK Комикс 3D Блестки;1775029420;1
0113878502-0049;0113878502-0049-1;11.07.2025 13:13;12.07.2025 12:30;Доставлен;28.07.2025 09:51;12.07.2025 04:17;286;Стикерпак VK Комикс 3D;1775029421;1
0113878502-0048;0113878502-0048-1;11.07.2025 13:13;12.07.2025 12:30;Доставлен;28.07.2025 09:51;12.07.2025 04:17;287;Стикерпак VK Спотти;1775029418;1
0113878502-0047;0113878502-0047-1;11.07.2025 13:09;13.07.2025 12:30;Доставлен;28.07.2025 09:51;13.07.2025 18:50;287;Стикеры VK Супчик;1775029429;1
43905585-0199;43905585-0199-2;11.07.2025 12:48;12.07.2025 09:30;Доставлен;16.07.2025 10:13;12.07.2025 09:50;632;Носки с Персиком, белые (VMS-SC-018-100), 36-40;1769119411;1
0209451680-0002;0209451680-0002-1;11.07.2025 10:57;12.07.2025 02:00;Отменён;;12.07.2025 01:03;8211;Фигурка VK x LOVV66 Block Boy;1898770700;1
0209451680-0001;0209451680-0001-1;11.07.2025 10:56;12.07.2025 02:00;Отменён;;;8211;Фигурка VK x LOVV66 The Sniper;1898770650;1
86413616-0027;86413616-0027-1;11.07.2025 10:28;12.07.2025 04:00;Доставлен;26.07.2025 16:21;12.07.2025 06:34;1353;Мягкая игрушка VK Лис;1768224487;1
0123245053-0034;0123245053-0034-1;11.07.2025 10:02;12.07.2025 13:30;Доставлен;13.07.2025 14:32;12.07.2025 06:21;781;Картхолдер VK Спотти (НЛО);1768141529;1
73185800-0574;73185800-0574-1;11.07.2025 09:53;12.07.2025 02:00;Доставлен;15.07.2025 14:42;11.07.2025 18:06;1992;Футболка Дигги 3D, Голубой (V3D-TS-001-200), L;1768353247;1
22434811-0195;22434811-0195-1;11.07.2025 09:24;11.07.2025 22:00;Доставлен;16.07.2025 19:00;12.07.2025 00:04;1731;Базовая кепка VK, синяя;1768142196;1
22434811-0194;22434811-0194-1;11.07.2025 09:23;11.07.2025 22:00;Доставлен;16.07.2025 19:00;12.07.2025 00:04;2797;Худи VK Персик комикс, черное (VMS-SW-006-800), XS;1778100178;1
42034280-0268;42034280-0268-1;11.07.2025 08:53;12.07.2025 08:00;Доставлен;17.07.2025 08:31;12.07.2025 09:29;1992;Футболка Персик 3D, Лаванда (V3D-TS-001-400), S;1768353201;1
15799387-0337;15799387-0337-2;11.07.2025 08:47;11.07.2025 12:30;Доставлен;13.07.2025 15:21;11.07.2025 19:07;781;Картхолдер VK Спотти (НЛО);1768141529;1
15799387-0337;15799387-0337-1;11.07.2025 08:47;12.07.2025 02:00;Доставлен;13.07.2025 08:15;12.07.2025 02:51;781;Картхолдер VK Дигги (Фуксия);1768141524;1
07343723-1199;07343723-1199-1;11.07.2025 08:28;12.07.2025 02:00;Отменён;;11.07.2025 18:39;2992;Футболка VK НАТАЛЬНАЯ КАРТА черная (ST-VKNC-001-800), M;1840822100;1
0147000385-0083;0147000385-0083-1;11.07.2025 06:50;11.07.2025 18:30;Доставлен;20.07.2025 04:08;11.07.2025 20:07;781;Обложка на паспорт VK Персик (Крик);1768141595;1
0171059933-0146;0171059933-0146-1;11.07.2025 06:40;12.07.2025 02:30;Отменён;;12.07.2025 00:31;632;Носки с Персиком, белые (VMS-SC-018-100), 36-40;1769119411;1
43990935-0114;43990935-0114-2;11.07.2025 04:03;14.07.2025 12:30;Доставлен;18.07.2025 06:21;13.07.2025 04:01;1790,37;Футболка VK Kids Спотти, мятный (VKD-TS-001-500), 140;1774783462;1
43990935-0114;43990935-0114-1;11.07.2025 04:03;11.07.2025 11:00;Доставлен;18.07.2025 06:21;11.07.2025 10:13;531,63;Белые базовые носки VK (VBG-SC-001-100), 36-40;1774882676;1
0105081216-0129;0105081216-0129-1;10.07.2025 22:18;12.07.2025 08:00;Доставлен;14.07.2025 15:53;12.07.2025 10:05;632;Носки с Дигги, голубые (VMS-SC-014-200), 41-44;1769119122;1
27073276-0267;27073276-0267-3;10.07.2025 21:36;11.07.2025 04:00;Отменён;;11.07.2025 07:04;1692;Шапка VK, светоотражающая;1768142069;1
27073276-0267;27073276-0267-2;10.07.2025 21:36;11.07.2025 04:00;Доставлен;13.07.2025 11:55;11.07.2025 06:56;632;Носки с Дигги, голубые (VMS-SC-014-200), 41-44;1769119122;1
27073276-0267;27073276-0267-1;10.07.2025 21:36;11.07.2025 10:30;Доставлен;13.07.2025 11:55;11.07.2025 14:23;2797;Худи VK Персик комикс, черное (VMS-SW-006-800), L;1778100187;1
0138653437-0101;0138653437-0101-2;10.07.2025 21:20;12.07.2025 08:00;Доставлен;14.07.2025 09:44;12.07.2025 11:52;417;Значок VK Супчик, металлический;1769215637;1
0138653437-0101;0138653437-0101-1;10.07.2025 21:20;11.07.2025 08:00;Доставлен;15.07.2025 08:03;11.07.2025 09:08;417;Значок VK Персик;1769215980;1
37084830-0343;37084830-0343-1;10.07.2025 20:43;11.07.2025 14:00;Доставлен;26.07.2025 13:38;11.07.2025 13:32;781;Картхолдер VK Дигги (Фуксия);1768141524;1
83461566-0012;83461566-0012-7;10.07.2025 19:34;11.07.2025 00:00;Отменён;;11.07.2025 00:40;946;"Блокнот VK Стерео-Варио ""Перcик в кино""";1776436158;1
83461566-0012;83461566-0012-5;10.07.2025 19:34;11.07.2025 00:00;Отменён;;11.07.2025 00:40;781;Обложка на паспорт VK Спотти (НЛО);1768141693;1
83461566-0012;83461566-0012-3;10.07.2025 19:34;11.07.2025 00:00;Отменён;;11.07.2025 00:51;417;"Значок VK ""Бака Акио""";1769215749;1
83461566-0012;83461566-0012-1;10.07.2025 19:34;11.07.2025 00:00;Отменён;;11.07.2025 00:56;293;Стикерпак VK Комикс 3D;1775029421;1
06402145-0259;06402145-0259-2;10.07.2025 19:31;11.07.2025 00:00;Доставлен;12.07.2025 13:26;11.07.2025 00:32;3392;Футболка VK x FBL, цвет белый (TS-FBLxVK-WHT), S;1787540717;1
65163912-0024;65163912-0024-1;10.07.2025 19:24;11.07.2025 10:30;Отменён;;11.07.2025 09:02;1992;Футболка Персик 3D, Лаванда (V3D-TS-001-400), XXS;1768353231;1
0116245262-0141;0116245262-0141-1;10.07.2025 19:12;11.07.2025 04:00;Доставлен;26.07.2025 12:39;11.07.2025 07:35;273;Переводные татуировки VK Вид 4;1775908496;1
65548109-0052;65548109-0052-3;10.07.2025 18:49;11.07.2025 04:00;Доставлен;14.07.2025 14:22;11.07.2025 07:15;286;Стикеры VK Персик А5;1775029406;1
05180251-0239;05180251-0239-2;10.07.2025 18:36;11.07.2025 04:00;Доставлен;13.07.2025 17:11;11.07.2025 06:38;880;Блокнот VK Стерео-Варио Хоппер;1776436112;1
34876070-0011;34876070-0011-2;10.07.2025 16:40;11.07.2025 01:00;Доставлен;11.07.2025 16:42;11.07.2025 01:39;781;Обложка на паспорт VK Дигги (Фуксия);1768141585;1
0138653437-0100;0138653437-0100-1;10.07.2025 16:10;11.07.2025 08:00;Доставлен;14.07.2025 09:44;11.07.2025 14:37;1353;Мягкая игрушка VK МиуМяу;1768224468;1
93345191-0022;93345191-0022-3;10.07.2025 15:17;11.07.2025 08:00;Доставлен;15.07.2025 17:11;11.07.2025 07:21;417;Значок VK Персик;1769215980;1
93345191-0022;93345191-0022-2;10.07.2025 15:17;11.07.2025 00:00;Доставлен;15.07.2025 17:11;10.07.2025 23:51;632;Носки с Персиком, белые (VMS-SC-018-100), 41-44;1769119467;1
0150308964-0057;0150308964-0057-9;10.07.2025 14:43;11.07.2025 00:00;Отменён;;10.07.2025 23:57;417;"Значок VK ""Обнимышь""";1769215742;1
47348370-0480;47348370-0480-1;10.07.2025 13:39;11.07.2025 00:00;Доставлен;11.07.2025 14:00;10.07.2025 21:00;632;Носки с Дигги, голубые (VMS-SC-014-200), 41-44;1769119122;1
47348370-0479;47348370-0479-1;10.07.2025 13:38;11.07.2025 10:00;Доставлен;15.07.2025 17:43;11.07.2025 08:02;632;Носки с Дигги, голубые (VMS-SC-014-200), 36-40;1769119118;1
47348370-0478;47348370-0478-1;10.07.2025 13:37;12.07.2025 00:00;Доставлен;12.07.2025 17:34;11.07.2025 15:04;632;Носки с МиуМяу, белые (VMS-SC-016-100), 36-40;1774695664;1
47348370-0477;47348370-0477-1;10.07.2025 13:33;11.07.2025 10:00;Доставлен;15.07.2025 17:43;11.07.2025 08:16;632;Носки с Дигги, голубые (VMS-SC-014-200), 36-40;1769119118;1
71139957-0196;71139957-0196-3;10.07.2025 11:36;11.07.2025 02:30;Отменён;;11.07.2025 01:29;1992;Футболка Спотти 3D, Графит (V3D-TS-001-700), XS;1768353212;1
71139957-0196;71139957-0196-1;10.07.2025 11:36;11.07.2025 02:30;Отменён;;11.07.2025 01:29;1992;Футболка Спотти 3D, Графит (V3D-TS-001-700), S;1768353232;1
0105081216-0128;0105081216-0128-1;10.07.2025 11:19;11.07.2025 08:00;Отменён;;;632;Носки с Дигги, голубые (VMS-SC-014-200), 41-44;1769119122;1
65828705-0017;65828705-0017-1;10.07.2025 10:47;11.07.2025 04:00;Отменён;;11.07.2025 07:47;3222;Футболка RNDM CREW х VK Музыка, цвет серый с зеленым принтом (VLM-TS-002-700), M;1787540715;1
87127452-0030;87127452-0030-1;10.07.2025 09:12;15.07.2025 12:30;Доставлен;18.07.2025 11:57;15.07.2025 14:56;1353;Мягкая игрушка VK Спаркс;1768224517;1
45276015-0319;45276015-0319-2;10.07.2025 09:08;11.07.2025 00:00;Доставлен;13.07.2025 11:23;10.07.2025 20:31;388;"Значок VK ""Персик Panic""";1774266314;1
0171059933-0145;0171059933-0145-1;10.07.2025 07:54;11.07.2025 00:00;Отменён;;11.07.2025 02:38;632;Носки с Бананос, белые (VMS-SC-017-100), 41-44;1774696174;1
0171059933-0144;0171059933-0144-1;10.07.2025 07:51;11.07.2025 10:00;Отменён;;11.07.2025 10:22;632;Носки с Дигги, голубые (VMS-SC-014-200), 36-40;1769119118;1
0108467977-0020;0108467977-0020-1;10.07.2025 06:58;11.07.2025 04:00;Доставлен;14.07.2025 14:09;11.07.2025 06:50;3392;Футболка VK КСТАТИ Студия белая (TS-VKVIDST-001-100), XL;1840835663;1
28477057-0189;28477057-0189-1;10.07.2025 06:28;11.07.2025 00:00;Доставлен;12.07.2025 10:40;10.07.2025 21:09;412;"Значок VK ""Персик Panic""";1774266314;1
19199684-0572;19199684-0572-1;09.07.2025 22:49;10.07.2025 21:00;Доставлен;15.07.2025 15:24;11.07.2025 00:18;1767;Мягкая игрушка VK Персик;1768224495;1
41142206-0017;41142206-0017-1;09.07.2025 20:19;10.07.2025 10:30;Доставлен;13.07.2025 11:25;10.07.2025 03:23;1767;Мягкая игрушка VK Персик;1768224495;1
79146611-0027;79146611-0027-1;09.07.2025 20:16;10.07.2025 13:00;Доставлен;16.07.2025 15:51;10.07.2025 10:33;632;Носки с Дигги, голубые (VMS-SC-014-200), 36-40;1769119118;1
47846161-0041;47846161-0041-5;09.07.2025 20:12;10.07.2025 08:00;Отменён;;;1353;Мягкая игрушка VK МиуМяу;1768224468;1
36562180-0065;36562180-0065-1;09.07.2025 20:06;11.07.2025 00:00;Доставлен;20.07.2025 08:36;10.07.2025 18:12;4624;Худи VK Персик комикс, черное (VMS-SW-006-800), M;1778100212;1
38520897-0140;38520897-0140-3;09.07.2025 18:32;10.07.2025 02:00;Доставлен;12.07.2025 16:00;10.07.2025 02:33;2797;Худи VK Персик комикс, черное (VMS-SW-006-800), XS;1778100178;1
38520897-0140;38520897-0140-2;09.07.2025 18:32;10.07.2025 02:00;Отменён;;10.07.2025 02:33;4962;Худи VK Персик комикс, черное (VMS-SW-006-800), S;1778100184;1
38520897-0140;38520897-0140-1;09.07.2025 18:32;10.07.2025 10:30;Отменён;;10.07.2025 13:41;4624;Худи VK Персик комикс, черное (VMS-SW-006-800), M;1778100212;1
49409631-0034;49409631-0034-2;09.07.2025 18:13;10.07.2025 04:00;Доставлен;11.07.2025 17:23;10.07.2025 05:34;773;Обложка на паспорт VK Спотти (НЛО);1768141693;1
0171059933-0143;0171059933-0143-1;09.07.2025 16:11;10.07.2025 02:30;Отменён;;10.07.2025 02:03;632;Носки с Персиком, белые (VMS-SC-018-100), 36-40;1769119411;1
0171059933-0142;0171059933-0142-1;09.07.2025 16:11;10.07.2025 00:00;Доставлен;12.07.2025 13:24;10.07.2025 02:45;632;Носки с Дигги, голубые (VMS-SC-014-200), 36-40;1769119118;1
40529323-0626;40529323-0626-1;09.07.2025 15:59;09.07.2025 20:00;Отменён;;09.07.2025 23:04;1832;Футболка, цвет голубой, Персик комикс (VMS-TS-015-200), XL;1768353194;1
0181843964-0291;0181843964-0291-2;09.07.2025 15:07;10.07.2025 16:30;Отменён;;10.07.2025 21:31;773;Обложка на паспорт VK Персик (Крик);1768141595;1
0181843964-0291;0181843964-0291-1;09.07.2025 15:07;10.07.2025 12:30;Отменён;;10.07.2025 14:49;773;Картхолдер VK Спотти (НЛО);1768141529;1
0101075803-0126;0101075803-0126-3;09.07.2025 14:45;10.07.2025 16:30;Отменён;;10.07.2025 13:06;5398;Худи VK Спотти комикс, голубое (VMS-SW-001-200), XXS;1778100188;1
0101075803-0126;0101075803-0126-1;09.07.2025 14:45;10.07.2025 16:30;Отменён;;10.07.2025 13:06;2797;Худи VK Дигги комикс, серое (VMS-SW-001-700), XS;1778100197;1
07587253-0512;07587253-0512-1;09.07.2025 14:06;10.07.2025 00:00;Доставлен;10.07.2025 13:23;09.07.2025 20:47;916;Блокнот VK Стерео-Варио Хоппер;1776436112;1
45911439-0164;45911439-0164-5;09.07.2025 12:46;12.07.2025 00:00;Отменён;;12.07.2025 08:42;4835;Футболка VK Sticker, голубая (VST-TS-001-200), L;2162692633;1
45911439-0164;45911439-0164-3;09.07.2025 12:46;12.07.2025 00:00;Отменён;;12.07.2025 09:16;4835;Футболка VK Sticker, голубая (VST-TS-001-200), M;2162692779;1
45911439-0164;45911439-0164-1;09.07.2025 12:46;10.07.2025 00:00;Доставлен;14.07.2025 10:43;09.07.2025 19:53;552;Белые базовые носки VK (VBG-SC-001-100), 41-44;1774881967;1
0140570052-0077;0140570052-0077-1;09.07.2025 11:30;10.07.2025 14:00;Доставлен;21.07.2025 11:15;10.07.2025 18:58;8067;Худи НАТАЛЬНАЯ КАРТА черное (VLM-NC-003-800), XS;1840897156;1
76407338-0388;76407338-0388-1;09.07.2025 11:11;10.07.2025 00:00;Доставлен;11.07.2025 09:33;09.07.2025 20:24;1353;Мягкая игрушка VK МиуМяу;1768224468;1
35469219-0237;35469219-0237-2;09.07.2025 11:02;10.07.2025 00:00;Доставлен;16.07.2025 16:32;09.07.2025 20:10;531;"Брелок VK ""Хоппер"", ПВХ";1775747712;1
40753152-0170;40753152-0170-1;09.07.2025 09:57;11.07.2025 00:00;Доставлен;15.07.2025 16:19;10.07.2025 18:28;1767;Мягкая игрушка VK Персик;1768224495;1
22711887-0307;22711887-0307-1;09.07.2025 08:55;11.07.2025 08:00;Отменён;;10.07.2025 18:52;3327;Мягкая игрушка VK Дигги;1768224507;1
62038011-0254;62038011-0254-1;09.07.2025 07:59;10.07.2025 00:00;Отменён;;09.07.2025 20:03;4929;Худи VK Персик комикс, черное (VMS-SW-006-800), S;1778100184;1
36707949-0117;36707949-0117-1;09.07.2025 07:44;11.07.2025 04:00;Доставлен;13.07.2025 15:34;11.07.2025 10:48;5942;Свитшот VK КСТАТИ черный (SW-VKVID-003-800), S;1840897157;1
34891919-0191;34891919-0191-1;09.07.2025 07:17;10.07.2025 04:00;Доставлен;14.07.2025 15:03;10.07.2025 05:46;1992;Футболка Дигги 3D, Голубой (V3D-TS-001-200), M;1768353171;1
34891919-0190;34891919-0190-1;09.07.2025 07:13;09.07.2025 13:00;Доставлен;14.07.2025 15:03;09.07.2025 16:35;2797;Худи VK Персик комикс, черное (VMS-SW-006-800), L;1778100187;1
45034011-0029;45034011-0029-1;09.07.2025 04:45;09.07.2025 13:30;Доставлен;26.07.2025 09:13;09.07.2025 14:31;2797;Худи VK Персик комикс, черное (VMS-SW-006-800), XS;1778100178;1
43990935-0113;43990935-0113-1;09.07.2025 02:47;09.07.2025 13:30;Доставлен;10.07.2025 04:53;09.07.2025 12:58;632;Носки с Персиком, белые (VMS-SC-018-100), 36-40;1769119411;1
43990935-0112;43990935-0112-1;09.07.2025 02:40;09.07.2025 13:30;Доставлен;10.07.2025 04:53;09.07.2025 12:58;1992;Футболка Персик 3D, Лаванда (V3D-TS-001-400), XS;1768353198;1
0160480720-0005;0160480720-0005-1;09.07.2025 02:06;09.07.2025 12:30;Отменён;;;598;Стикерпак VK Fest, смоляной;2241616286;1
0182458041-0014;0182458041-0014-1;08.07.2025 23:23;10.07.2025 02:00;Отменён;;09.07.2025 15:43;2797;Худи VK Персик комикс, черное (VMS-SW-006-800), XL;1778100223;1
75043290-0495;75043290-0495-1;08.07.2025 20:28;09.07.2025 15:30;Доставлен;15.07.2025 16:35;09.07.2025 10:17;1992;Футболка Персик 3D, Лаванда (V3D-TS-001-400), M;1768353193;1
75043290-0494;75043290-0494-1;08.07.2025 20:24;09.07.2025 08:00;Отменён;;09.07.2025 09:47;18192;Пуховик VK x FBL, цвет темно-серый (PFFR-FBLxVK-GRPHT), M;1787667058;1
42307336-0100;42307336-0100-1;08.07.2025 20:18;09.07.2025 06:00;Доставлен;15.07.2025 12:44;09.07.2025 07:50;632;Носки с Бананос, белые (VMS-SC-017-100), 36-40;1774696684;1
46187628-0021;46187628-0021-1;08.07.2025 20:04;10.07.2025 02:00;Доставлен;11.07.2025 08:55;09.07.2025 11:58;1992;Футболка Спотти 3D, Графит (V3D-TS-001-700), XXS;1768353214;1
35541112-0004;35541112-0004-1;08.07.2025 20:02;09.07.2025 22:00;Доставлен;10.07.2025 12:52;09.07.2025 19:00;3327;Мягкая игрушка VK Персик;1768224495;1
79146611-0026;79146611-0026-1;08.07.2025 19:20;09.07.2025 14:00;Отменён;;09.07.2025 16:15;632;Носки с Дигги, голубые (VMS-SC-014-200), 36-40;1769119118;1
40343792-0369;40343792-0369-1;08.07.2025 18:18;09.07.2025 02:30;Отменён;;09.07.2025 03:43;1832;Футболка, цвет экрю, Персик комикс (VMS-TS-014-100), M;1768353213;1
26642962-0412;26642962-0412-1;08.07.2025 18:10;13.07.2025 04:00;Доставлен;14.07.2025 14:02;12.07.2025 23:30;265;Стикеры VK Хоппер;1775029426;1
44058389-0346;44058389-0346-13;08.07.2025 17:35;09.07.2025 00:00;Доставлен;11.07.2025 16:25;09.07.2025 07:11;1832;Футболка, цвет черный, Дигги комикс (VMS-TS-015-800), S;1768353210;1
44058389-0346;44058389-0346-11;08.07.2025 17:35;09.07.2025 00:00;Доставлен;11.07.2025 16:25;09.07.2025 07:06;632;Носки с Дигги, голубые (VMS-SC-014-200), 41-44;1769119122;1
44058389-0346;44058389-0346-9;08.07.2025 17:35;09.07.2025 00:00;Доставлен;11.07.2025 16:25;09.07.2025 07:06;632;Носки с Дигги, голубые (VMS-SC-014-200), 41-44;1769119122;1
44058389-0346;44058389-0346-7;08.07.2025 17:35;09.07.2025 00:00;Доставлен;11.07.2025 16:25;09.07.2025 07:05;1607;Мягкая игрушка VK Хоппер, малая;1768224467;1
44058389-0346;44058389-0346-5;08.07.2025 17:35;09.07.2025 00:00;Доставлен;11.07.2025 16:25;09.07.2025 07:05;1607;Мягкая игрушка VK Хоппер, малая;1768224467;1
44058389-0346;44058389-0346-3;08.07.2025 17:35;09.07.2025 02:00;Доставлен;11.07.2025 16:25;09.07.2025 02:29;1607;Мягкая игрушка VK Хоппер, малая;1768224467;1
44058389-0346;44058389-0346-2;08.07.2025 17:35;09.07.2025 04:00;Доставлен;11.07.2025 16:25;09.07.2025 04:00;632;Носки с Дигги, голубые (VMS-SC-014-200), 41-44;1769119122;1
44058389-0346;44058389-0346-1;08.07.2025 17:35;09.07.2025 00:00;Доставлен;11.07.2025 16:25;09.07.2025 07:11;1992;Футболка Персик 3D, Лаванда (V3D-TS-001-400), M;1768353193;1
19774335-0294;19774335-0294-5;08.07.2025 17:32;09.07.2025 00:00;Отменён;;09.07.2025 02:01;1992;Футболка Дигги 3D, Голубой (V3D-TS-001-200), M;1768353171;1
19774335-0294;19774335-0294-3;08.07.2025 17:32;09.07.2025 00:00;Отменён;;09.07.2025 02:01;2117;Футболка Спаркс 3D, цвет экрю (V3D-TS-001-100), M;1768353196;1
19774335-0294;19774335-0294-1;08.07.2025 17:32;09.07.2025 00:00;Отменён;;09.07.2025 02:01;1992;Футболка Спотти 3D, Графит (V3D-TS-001-700), M;1768353238;1
0149330895-0181;0149330895-0181-1;08.07.2025 16:34;09.07.2025 04:00;Доставлен;15.07.2025 14:23;09.07.2025 05:56;398;Значок VK Персик;1769215980;1
0134756282-0016;0134756282-0016-1;08.07.2025 16:07;09.07.2025 02:00;Доставлен;09.07.2025 16:38;08.07.2025 23:17;3222;Футболка RNDM CREW х VK Музыка, цвет серый с зеленым принтом (VLM-TS-002-700), M;1787540715;1
0156460239-0138;0156460239-0138-45;08.07.2025 14:17;09.07.2025 08:00;Доставлен;11.07.2025 12:34;09.07.2025 12:20;1087;Брелок-маскот VK Спотти, Cеребро;1768307880;1
0156460239-0138;0156460239-0138-43;08.07.2025 14:17;09.07.2025 08:00;Доставлен;11.07.2025 12:34;09.07.2025 12:20;1087;Брелок-маскот VK Спотти, Cеребро;1768307880;1
0156460239-0138;0156460239-0138-41;08.07.2025 14:17;09.07.2025 00:00;Доставлен;09.07.2025 14:13;08.07.2025 23:56;4665;Худи VK Дигги комикс, серое (VMS-SW-001-700), L;1778100176;1
0156460239-0138;0156460239-0138-39;08.07.2025 14:17;09.07.2025 00:00;Доставлен;09.07.2025 14:13;09.07.2025 00:28;4665;Худи VK Персик комикс, черное (VMS-SW-006-800), M;1778100212;1
0156460239-0138;0156460239-0138-37;08.07.2025 14:17;09.07.2025 00:00;Доставлен;09.07.2025 14:13;09.07.2025 00:28;4665;Худи VK Персик комикс, черное (VMS-SW-006-800), M;1778100212;1
0156460239-0138;0156460239-0138-35;08.07.2025 14:17;09.07.2025 00:00;Доставлен;09.07.2025 14:13;09.07.2025 00:28;5210;Картхолдер VK x FBL, черный;1787774827;1
0156460239-0138;0156460239-0138-33;08.07.2025 14:17;09.07.2025 00:00;Доставлен;09.07.2025 14:13;09.07.2025 00:28;5210;Картхолдер VK x FBL, черный;1787774827;1
0156460239-0138;0156460239-0138-31;08.07.2025 14:17;09.07.2025 00:00;Доставлен;09.07.2025 14:13;09.07.2025 00:51;8098;Рюкзак VK, синий;1768141658;1
0156460239-0138;0156460239-0138-29;08.07.2025 14:17;09.07.2025 00:00;Доставлен;09.07.2025 14:13;08.07.2025 20:26;8098;Рюкзак VK, синий;1768141658;1
0156460239-0138;0156460239-0138-27;08.07.2025 14:17;09.07.2025 00:00;Доставлен;09.07.2025 14:13;08.07.2025 20:26;8098;Рюкзак VK, синий;1768141658;1
0156460239-0138;0156460239-0138-25;08.07.2025 14:17;09.07.2025 00:00;Доставлен;09.07.2025 14:13;09.07.2025 01:20;4687;Поясная сумка VK, синяя;1768141690;1
0156460239-0138;0156460239-0138-23;08.07.2025 14:17;09.07.2025 00:00;Доставлен;09.07.2025 14:13;09.07.2025 01:20;4687;Поясная сумка VK, синяя;1768141690;1
0156460239-0138;0156460239-0138-21;08.07.2025 14:17;09.07.2025 00:00;Доставлен;09.07.2025 14:13;09.07.2025 01:20;4687;Поясная сумка VK, синяя;1768141690;1
0156460239-0138;0156460239-0138-19;08.07.2025 14:17;09.07.2025 00:00;Доставлен;09.07.2025 14:13;09.07.2025 01:20;4687;Поясная сумка VK, синяя;1768141690;1
