Номер заказа;Номер отправления;Принят в обработку;Дата отгрузки;Статус;Дата доставки;Фактическая дата передачи в доставку;Сумма отправления;Наименование товара;OZON id;Количество
ORD00450;SHIP00450;2024-12-06 00:00:00;2024-12-08 00:00:00;Доставлен;2024-12-14 08:00:00;2024-12-08 08:00:00;146454.75;Планшет iPad Air;OZ306112;3
ORD00451;SHIP00451;2024-11-21 00:00:00;2024-11-21 00:00:00;Доставлен;2024-11-22 21:00:00;2024-11-21 21:00:00;111862.38;Электробритва Philips;OZ320128;3
ORD00452;SHIP00452;2024-12-07 00:00:00;2024-12-07 00:00:00;Доставлен;2024-12-11 06:00:00;2024-12-07 06:00:00;16194.65;Электробритва Philips;OZ567480;2
ORD00453;SHIP00453;2024-11-29 00:00:00;2024-11-30 00:00:00;Доставлен;2024-12-06 10:00:00;2024-11-30 10:00:00;120025.84;Клавиатура Logitech;OZ847518;3
ORD00454;SHIP00454;2024-11-17 00:00:00;2024-11-18 00:00:00;Доставлен;2024-11-21 02:00:00;2024-11-18 02:00:00;144183.52;Фен Dyson Supersonic;OZ263593;3
ORD00455;SHIP00455;2024-11-18 00:00:00;2024-11-20 00:00:00;В пути;;2024-11-20 18:00:00;57599.93;Умные часы Apple Watch;OZ155136;2
ORD00456;SHIP00456;2024-11-09 00:00:00;2024-11-10 00:00:00;Доставлен;2024-11-12 04:00:00;2024-11-10 04:00:00;15452.44;"Книга ""Python для начинающих""";OZ808124;1
ORD00457;SHIP00457;2024-11-17 00:00:00;2024-11-19 00:00:00;Доставлен;2024-11-20 13:00:00;2024-11-19 13:00:00;12945.48;Холодильник Samsung;OZ656572;1
ORD00458;SHIP00458;2024-11-13 00:00:00;2024-11-14 00:00:00;Возвращен;;2024-11-14 07:00:00;55744.21;Планшет iPad Air;OZ917442;1
ORD00459;SHIP00459;2024-11-11 00:00:00;2024-11-11 00:00:00;Доставлен;2024-11-12 08:00:00;2024-11-11 08:00:00;215065.35;Электробритва Philips;OZ649322;5
ORD00460;SHIP00460;2024-11-12 00:00:00;2024-11-14 00:00:00;Доставлен;2024-11-21 22:00:00;2024-11-14 22:00:00;152772.26;Пылесос Dyson V15;OZ501244;4
ORD00461;SHIP00461;2024-11-26 00:00:00;2024-11-28 00:00:00;Доставлен;2024-12-05 18:00:00;2024-11-28 18:00:00;125522.13;Микрофон Blue Yeti;OZ709903;3
ORD00462;SHIP00462;2024-11-12 00:00:00;2024-11-14 00:00:00;Доставлен;2024-11-20 11:00:00;2024-11-14 11:00:00;16495.87;Кофемашина Delonghi;OZ331223;2
ORD00463;SHIP00463;2024-11-12 00:00:00;2024-11-12 00:00:00;Доставлен;2024-11-16 19:00:00;2024-11-12 19:00:00;351058.23;Ноутбук ASUS VivoBook;OZ122796;4
ORD00464;SHIP00464;2024-11-10 00:00:00;2024-11-10 00:00:00;Отменен;;2024-11-10 03:00:00;170600.11;Роутер ASUS AX6000;OZ621419;5
ORD00465;SHIP00465;2024-12-01 00:00:00;2024-12-02 00:00:00;Доставлен;2024-12-03 12:00:00;2024-12-02 12:00:00;9097.66;Монитор Dell UltraSharp;OZ375767;1
ORD00466;SHIP00466;2024-12-01 00:00:00;2024-12-02 00:00:00;В пути;;2024-12-02 18:00:00;190287.74;Холодильник Samsung;OZ936857;4
ORD00467;SHIP00467;2024-11-26 00:00:00;2024-11-27 00:00:00;Доставлен;2024-11-30 22:00:00;2024-11-27 22:00:00;38819.38;Кофемашина Delonghi;OZ729332;1
ORD00468;SHIP00468;2024-11-30 00:00:00;2024-12-01 00:00:00;Доставлен;2024-12-05 04:00:00;2024-12-01 04:00:00;87924.7;Холодильник Samsung;OZ742818;2
ORD00469;SHIP00469;2024-12-05 00:00:00;2024-12-06 00:00:00;Доставлен;2024-12-08 19:00:00;2024-12-06 19:00:00;242853.94;Фитнес-браслет Xiaomi;OZ140288;5
ORD00470;SHIP00470;2024-12-06 00:00:00;2024-12-06 00:00:00;Доставлен;2024-12-13 04:00:00;2024-12-06 04:00:00;116024.49;Рюкзак Nike;OZ634218;5
ORD00471;SHIP00471;2024-12-03 00:00:00;2024-12-04 00:00:00;Доставлен;2024-12-05 21:00:00;2024-12-04 21:00:00;76512.66;Ноутбук ASUS VivoBook;OZ540843;2
ORD00472;SHIP00472;2024-11-19 00:00:00;2024-11-20 00:00:00;Доставлен;2024-11-22 05:00:00;2024-11-20 05:00:00;145850.98;Игровая консоль PlayStation 5;OZ192374;5
ORD00473;SHIP00473;2024-12-02 00:00:00;2024-12-02 00:00:00;Доставлен;2024-12-07 21:00:00;2024-12-02 21:00:00;189747.01;Фитнес-браслет Xiaomi;OZ798150;4
ORD00474;SHIP00474;2024-11-16 00:00:00;2024-11-16 00:00:00;Доставлен;2024-11-22 11:00:00;2024-11-16 11:00:00;36268.79;Колонка JBL Charge;OZ298174;2
ORD00475;SHIP00475;2024-11-14 00:00:00;2024-11-16 00:00:00;Доставлен;2024-11-18 02:00:00;2024-11-16 02:00:00;729633.04;Телевизор LG OLED;OZ964648;5
ORD00476;SHIP00476;2024-11-08 00:00:00;2024-11-10 00:00:00;Доставлен;2024-11-15 10:00:00;2024-11-10 10:00:00;11935.55;Роутер ASUS AX6000;OZ274910;1
ORD00477;SHIP00477;2024-11-13 00:00:00;2024-11-13 00:00:00;В пути;;2024-11-13 11:00:00;128136.14;Микрофон Blue Yeti;OZ926351;3
ORD00478;SHIP00478;2024-11-28 00:00:00;2024-11-28 00:00:00;Доставлен;2024-12-05 14:00:00;2024-11-28 14:00:00;143736.01;Роутер ASUS AX6000;OZ594035;5
ORD00479;SHIP00479;2024-11-21 00:00:00;2024-11-23 00:00:00;В пути;;2024-11-23 12:00:00;187116.6;Смартфон Samsung Galaxy;OZ948925;4
ORD00480;SHIP00480;2024-12-05 00:00:00;2024-12-06 00:00:00;Доставлен;2024-12-12 22:00:00;2024-12-06 22:00:00;25257.89;Роутер ASUS AX6000;OZ970528;3
ORD00481;SHIP00481;2024-12-06 00:00:00;2024-12-06 00:00:00;В пути;;2024-12-06 22:00:00;102262.79;Колонка JBL Charge;OZ235762;3
ORD00482;SHIP00482;2024-11-18 00:00:00;2024-11-18 00:00:00;Доставлен;2024-11-22 03:00:00;2024-11-18 03:00:00;114624.54;Клавиатура Logitech;OZ122619;5
ORD00483;SHIP00483;2024-11-29 00:00:00;2024-11-29 00:00:00;В пути;;2024-11-29 17:00:00;79822.73;Холодильник Samsung;OZ298573;3
ORD00484;SHIP00484;2024-11-30 00:00:00;2024-11-30 00:00:00;Обрабатывается;;2024-11-30 11:00:00;46445.38;Наушники Sony WH-1000XM4;OZ117720;4
ORD00485;SHIP00485;2024-11-19 00:00:00;2024-11-19 00:00:00;Доставлен;2024-11-26 09:00:00;2024-11-19 09:00:00;88816.89;Рюкзак Nike;OZ126259;3
ORD00486;SHIP00486;2024-11-30 00:00:00;2024-11-30 00:00:00;Доставлен;2024-12-07 06:00:00;2024-11-30 06:00:00;37327.73;Принтер HP LaserJet;OZ451757;2
ORD00487;SHIP00487;2024-11-09 00:00:00;2024-11-10 00:00:00;В пути;;2024-11-10 13:00:00;56638.03;Стиральная машина Bosch;OZ111825;4
ORD00488;SHIP00488;2024-11-28 00:00:00;2024-11-30 00:00:00;Доставлен;2024-12-02 12:00:00;2024-11-30 12:00:00;136853.15;Рюкзак Nike;OZ951818;3
ORD00489;SHIP00489;2024-11-23 00:00:00;2024-11-25 00:00:00;Доставлен;2024-11-30 11:00:00;2024-11-25 11:00:00;85492.74;Электробритва Philips;OZ721038;4
ORD00490;SHIP00490;2024-11-27 00:00:00;2024-11-29 00:00:00;Доставлен;2024-12-03 10:00:00;2024-11-29 10:00:00;219145.77;Умные часы Apple Watch;OZ147398;5
ORD00491;SHIP00491;2024-11-23 00:00:00;2024-11-25 00:00:00;Доставлен;2024-11-28 08:00:00;2024-11-25 08:00:00;112141.83;Электробритва Philips;OZ832315;3
ORD00492;SHIP00492;2024-12-05 00:00:00;2024-12-06 00:00:00;Отменен;;2024-12-06 14:00:00;54432.43;Принтер HP LaserJet;OZ720082;3
ORD00493;SHIP00493;2024-11-24 00:00:00;2024-11-24 00:00:00;Обрабатывается;;2024-11-24 19:00:00;161343.96;Планшет iPad Air;OZ963730;2
ORD00494;SHIP00494;2024-11-10 00:00:00;2024-11-10 00:00:00;Доставлен;2024-11-13 15:00:00;2024-11-10 15:00:00;36624.77;Стиральная машина Bosch;OZ219499;1
ORD00495;SHIP00495;2024-11-21 00:00:00;2024-11-23 00:00:00;Доставлен;2024-11-25 02:00:00;2024-11-23 02:00:00;41016.73;Колонка JBL Charge;OZ537523;2
ORD00496;SHIP00496;2024-11-27 00:00:00;2024-11-27 00:00:00;Доставлен;2024-12-04 23:00:00;2024-11-27 23:00:00;98194.83;Смартфон Samsung Galaxy;OZ236250;2
ORD00497;SHIP00497;2024-12-06 00:00:00;2024-12-08 00:00:00;Доставлен;2024-12-14 15:00:00;2024-12-08 15:00:00;49006.82;Микрофон Blue Yeti;OZ299921;1
ORD00498;SHIP00498;2024-12-01 00:00:00;2024-12-02 00:00:00;Доставлен;2024-12-07 15:00:00;2024-12-02 15:00:00;33074.27;Рюкзак Nike;OZ514468;1
ORD00499;SHIP00499;2024-11-30 00:00:00;2024-11-30 00:00:00;В пути;;2024-11-30 08:00:00;145623.44;Планшет iPad Air;OZ717962;3
ORD00500;SHIP00500;2024-11-26 00:00:00;2024-11-26 00:00:00;Доставлен;2024-11-29 22:00:00;2024-11-26 22:00:00;194420.99;Игровая консоль PlayStation 5;OZ480277;4
ORD00501;SHIP00501;2024-12-05 00:00:00;2024-12-07 00:00:00;Обрабатывается;;2024-12-08 00:00:00;97727.62;Планшет iPad Air;OZ509728;1
ORD00502;SHIP00502;2024-11-25 00:00:00;2024-11-25 00:00:00;Доставлен;2024-11-29 06:00:00;2024-11-25 06:00:00;223014.51;Смартфон Samsung Galaxy;OZ123999;5
ORD00503;SHIP00503;2024-11-20 00:00:00;2024-11-22 00:00:00;В пути;;2024-11-22 11:00:00;54258.39;Игровая консоль PlayStation 5;OZ497887;4
ORD00504;SHIP00504;2024-11-26 00:00:00;2024-11-26 00:00:00;Доставлен;2024-11-29 02:00:00;2024-11-26 02:00:00;93345.51;Стиральная машина Bosch;OZ895809;4
ORD00505;SHIP00505;2024-11-15 00:00:00;2024-11-15 00:00:00;Отменен;;2024-11-15 05:00:00;139616.38;Рюкзак Nike;OZ416707;3
ORD00506;SHIP00506;2024-11-10 00:00:00;2024-11-11 00:00:00;Обрабатывается;;2024-11-11 13:00:00;4058.39;Колонка JBL Charge;OZ967468;3
ORD00507;SHIP00507;2024-11-12 00:00:00;2024-11-12 00:00:00;Доставлен;2024-11-16 15:00:00;2024-11-12 15:00:00;140144.41;Принтер HP LaserJet;OZ280909;3
ORD00508;SHIP00508;2024-11-22 00:00:00;2024-11-22 00:00:00;Доставлен;2024-11-27 23:00:00;2024-11-22 23:00:00;84949.27;Колонка JBL Charge;OZ298306;2
ORD00509;SHIP00509;2024-11-24 00:00:00;2024-11-25 00:00:00;Доставлен;2024-12-01 09:00:00;2024-11-25 09:00:00;56458.06;Умные часы Apple Watch;OZ167875;3
ORD00510;SHIP00510;2024-11-20 00:00:00;2024-11-20 00:00:00;Доставлен;2024-11-22 09:00:00;2024-11-20 09:00:00;90684.31;Настольная лампа Xiaomi;OZ303883;2
ORD00511;SHIP00511;2024-12-07 00:00:00;2024-12-09 00:00:00;Доставлен;2024-12-10 14:00:00;2024-12-09 14:00:00;57796.15;Зубная щетка Oral-B;OZ752460;4
ORD00512;SHIP00512;2024-12-04 00:00:00;2024-12-05 00:00:00;Доставлен;2024-12-08 10:00:00;2024-12-05 10:00:00;45840.66;Мышь Razer DeathAdder;OZ696744;2
ORD00513;SHIP00513;2024-11-11 00:00:00;2024-11-13 00:00:00;Доставлен;2024-11-20 14:00:00;2024-11-13 14:00:00;309425.97;Ноутбук ASUS VivoBook;OZ151470;4
ORD00514;SHIP00514;2024-11-16 00:00:00;2024-11-16 00:00:00;Доставлен;2024-11-22 23:00:00;2024-11-16 23:00:00;80401.86;Веб-камера Logitech C920;OZ725278;5
ORD00515;SHIP00515;2024-11-14 00:00:00;2024-11-14 00:00:00;Доставлен;2024-11-15 22:00:00;2024-11-14 22:00:00;394622.02;Ноутбук ASUS VivoBook;OZ540547;5
ORD00516;SHIP00516;2024-12-02 00:00:00;2024-12-03 00:00:00;Доставлен;2024-12-06 08:00:00;2024-12-03 08:00:00;12270.41;Настольная лампа Xiaomi;OZ511986;1
ORD00517;SHIP00517;2024-11-22 00:00:00;2024-11-23 00:00:00;Доставлен;2024-11-25 16:00:00;2024-11-23 16:00:00;23660.07;Контроллер Xbox;OZ122757;4
ORD00518;SHIP00518;2024-11-17 00:00:00;2024-11-17 00:00:00;Доставлен;2024-11-19 02:00:00;2024-11-17 02:00:00;247425.31;iPhone 15 Pro;OZ485022;4
ORD00519;SHIP00519;2024-11-26 00:00:00;2024-11-28 00:00:00;В пути;;2024-11-28 07:00:00;5259.54;Настольная лампа Xiaomi;OZ113277;2
ORD00520;SHIP00520;2024-11-14 00:00:00;2024-11-16 00:00:00;Доставлен;2024-11-19 00:00:00;2024-11-17 00:00:00;102304.05;Микрофон Blue Yeti;OZ190461;5
ORD00521;SHIP00521;2024-12-05 00:00:00;2024-12-06 00:00:00;В пути;;2024-12-06 03:00:00;87021.62;Фитнес-браслет Xiaomi;OZ896701;2
ORD00522;SHIP00522;2024-12-06 00:00:00;2024-12-07 00:00:00;Доставлен;2024-12-12 09:00:00;2024-12-07 09:00:00;70836.51;Холодильник Samsung;OZ182772;2
ORD00523;SHIP00523;2024-12-03 00:00:00;2024-12-05 00:00:00;Доставлен;2024-12-08 23:00:00;2024-12-05 23:00:00;136141.45;Планшет iPad Air;OZ886102;4
ORD00524;SHIP00524;2024-11-16 00:00:00;2024-11-16 00:00:00;Доставлен;2024-11-17 22:00:00;2024-11-16 22:00:00;134967.29;Умные часы Apple Watch;OZ275784;3
ORD00525;SHIP00525;2024-11-20 00:00:00;2024-11-21 00:00:00;Доставлен;2024-11-28 02:00:00;2024-11-21 02:00:00;108224.09;Планшет iPad Air;OZ496798;3
ORD00526;SHIP00526;2024-12-07 00:00:00;2024-12-08 00:00:00;Доставлен;2024-12-14 11:00:00;2024-12-08 11:00:00;11787.1;Игра Cyberpunk 2077;OZ249152;1
ORD00527;SHIP00527;2024-11-11 00:00:00;2024-11-13 00:00:00;Доставлен;2024-11-15 00:00:00;2024-11-14 00:00:00;45349.59;Микрофон Blue Yeti;OZ634528;5
ORD00528;SHIP00528;2024-11-26 00:00:00;2024-11-27 00:00:00;Доставлен;2024-12-02 19:00:00;2024-11-27 19:00:00;38176.62;Рюкзак Nike;OZ566944;2
ORD00529;SHIP00529;2024-11-09 00:00:00;2024-11-09 00:00:00;Обрабатывается;;2024-11-09 10:00:00;95915.63;Контроллер Xbox;OZ623252;4
ORD00530;SHIP00530;2024-11-26 00:00:00;2024-11-28 00:00:00;Обрабатывается;;2024-11-28 18:00:00;49130.3;Игра Cyberpunk 2077;OZ142416;2
ORD00531;SHIP00531;2024-11-23 00:00:00;2024-11-25 00:00:00;В пути;;2024-11-25 15:00:00;147969.95;Рюкзак Nike;OZ419244;4
ORD00532;SHIP00532;2024-11-28 00:00:00;2024-11-29 00:00:00;Доставлен;2024-12-02 16:00:00;2024-11-29 16:00:00;218065.49;Колонка JBL Charge;OZ581402;5
ORD00533;SHIP00533;2024-11-17 00:00:00;2024-11-19 00:00:00;Доставлен;2024-11-23 17:00:00;2024-11-19 17:00:00;33948.52;Игровая консоль PlayStation 5;OZ822837;4
ORD00534;SHIP00534;2024-11-08 00:00:00;2024-11-09 00:00:00;Доставлен;2024-11-10 20:00:00;2024-11-09 20:00:00;237455.36;Смартфон Samsung Galaxy;OZ176483;4
ORD00535;SHIP00535;2024-11-24 00:00:00;2024-11-26 00:00:00;Доставлен;2024-12-01 08:00:00;2024-11-26 08:00:00;49151.1;Рюкзак Nike;OZ807365;2
ORD00536;SHIP00536;2024-11-27 00:00:00;2024-11-29 00:00:00;Доставлен;2024-12-05 14:00:00;2024-11-29 14:00:00;145991.51;Смартфон Samsung Galaxy;OZ995499;2
ORD00537;SHIP00537;2024-11-25 00:00:00;2024-11-27 00:00:00;Обрабатывается;;2024-11-27 16:00:00;88802.93;Веб-камера Logitech C920;OZ207603;4
ORD00538;SHIP00538;2024-11-22 00:00:00;2024-11-23 00:00:00;В пути;;2024-11-23 21:00:00;59783.57;Монитор Dell UltraSharp;OZ606433;3
ORD00539;SHIP00539;2024-11-22 00:00:00;2024-11-22 00:00:00;Доставлен;2024-11-28 14:00:00;2024-11-22 14:00:00;129192.08;Контроллер Xbox;OZ760923;4
ORD00540;SHIP00540;2024-12-02 00:00:00;2024-12-02 00:00:00;Доставлен;2024-12-06 22:00:00;2024-12-02 22:00:00;45590.32;Зубная щетка Oral-B;OZ183534;1
ORD00541;SHIP00541;2024-11-15 00:00:00;2024-11-16 00:00:00;Доставлен;2024-11-18 07:00:00;2024-11-16 07:00:00;118615.17;Зубная щетка Oral-B;OZ686328;3
ORD00542;SHIP00542;2024-11-16 00:00:00;2024-11-16 00:00:00;Доставлен;2024-11-19 19:00:00;2024-11-16 19:00:00;107184.5;Холодильник Samsung;OZ743227;5
ORD00543;SHIP00543;2024-12-02 00:00:00;2024-12-04 00:00:00;Доставлен;2024-12-08 11:00:00;2024-12-04 11:00:00;190565.71;Игровая консоль PlayStation 5;OZ509846;4
ORD00544;SHIP00544;2024-11-09 00:00:00;2024-11-09 00:00:00;Обрабатывается;;2024-11-09 07:00:00;141473.67;Пылесос Dyson V15;OZ218614;5
ORD00545;SHIP00545;2024-11-08 00:00:00;2024-11-09 00:00:00;Доставлен;2024-11-11 15:00:00;2024-11-09 15:00:00;217965.6;Клавиатура Logitech;OZ177715;5
ORD00546;SHIP00546;2024-12-04 00:00:00;2024-12-04 00:00:00;Отменен;;2024-12-04 03:00:00;137781.54;Планшет iPad Air;OZ257915;2
ORD00547;SHIP00547;2024-11-28 00:00:00;2024-11-28 00:00:00;Доставлен;2024-12-02 21:00:00;2024-11-28 21:00:00;96700.44;"Книга ""Python для начинающих""";OZ900325;3
ORD00548;SHIP00548;2024-11-27 00:00:00;2024-11-29 00:00:00;Доставлен;2024-12-02 22:00:00;2024-11-29 22:00:00;90987.27;Пылесос Dyson V15;OZ918283;2
ORD00549;SHIP00549;2024-12-01 00:00:00;2024-12-03 00:00:00;В пути;;2024-12-03 05:00:00;94801.37;Кофемашина Delonghi;OZ631254;2
ORD00550;SHIP00550;2024-11-12 00:00:00;2024-11-13 00:00:00;Доставлен;2024-11-19 14:00:00;2024-11-13 14:00:00;233655.95;Электробритва Philips;OZ778588;5
ORD00551;SHIP00551;2024-11-29 00:00:00;2024-11-29 00:00:00;Доставлен;2024-11-30 16:00:00;2024-11-29 16:00:00;89012.36;Контроллер Xbox;OZ321613;2
ORD00552;SHIP00552;2024-12-05 00:00:00;2024-12-05 00:00:00;Доставлен;2024-12-08 02:00:00;2024-12-05 02:00:00;44824.99;Наушники Sony WH-1000XM4;OZ253871;4
ORD00553;SHIP00553;2024-11-24 00:00:00;2024-11-24 00:00:00;Возвращен;;2024-11-24 21:00:00;238157.38;Телевизор LG OLED;OZ322212;4
ORD00554;SHIP00554;2024-11-17 00:00:00;2024-11-19 00:00:00;Возвращен;;2024-11-19 21:00:00;117672.41;Мышь Razer DeathAdder;OZ633445;4
ORD00555;SHIP00555;2024-11-28 00:00:00;2024-11-30 00:00:00;Доставлен;2024-12-07 08:00:00;2024-11-30 08:00:00;14901.22;Микрофон Blue Yeti;OZ739265;5
ORD00556;SHIP00556;2024-11-25 00:00:00;2024-11-26 00:00:00;Доставлен;2024-11-30 08:00:00;2024-11-26 08:00:00;168171.72;Микрофон Blue Yeti;OZ540499;4
ORD00557;SHIP00557;2024-11-18 00:00:00;2024-11-18 00:00:00;Обрабатывается;;2024-11-18 22:00:00;165112.12;Колонка JBL Charge;OZ978060;5
ORD00558;SHIP00558;2024-11-14 00:00:00;2024-11-16 00:00:00;Доставлен;2024-11-19 21:00:00;2024-11-16 21:00:00;192616.72;Мышь Razer DeathAdder;OZ434572;5
ORD00559;SHIP00559;2024-12-02 00:00:00;2024-12-04 00:00:00;Доставлен;2024-12-10 02:00:00;2024-12-04 02:00:00;42820.64;Монитор Dell UltraSharp;OZ162042;2
ORD00560;SHIP00560;2024-11-08 00:00:00;2024-11-10 00:00:00;В пути;;2024-11-10 10:00:00;221126.68;Фен Dyson Supersonic;OZ112196;5
ORD00561;SHIP00561;2024-11-09 00:00:00;2024-11-11 00:00:00;В пути;;2024-11-12 00:00:00;49850.64;Стиральная машина Bosch;OZ912634;2
ORD00562;SHIP00562;2024-11-13 00:00:00;2024-11-14 00:00:00;Доставлен;2024-11-19 08:00:00;2024-11-14 08:00:00;92497.08;Принтер HP LaserJet;OZ767339;2
ORD00563;SHIP00563;2024-12-01 00:00:00;2024-12-01 00:00:00;Доставлен;2024-12-06 21:00:00;2024-12-01 21:00:00;164665.26;Игра Cyberpunk 2077;OZ219523;5
ORD00564;SHIP00564;2024-11-17 00:00:00;2024-11-17 00:00:00;Доставлен;2024-11-22 18:00:00;2024-11-17 18:00:00;157256.33;"Книга ""Python для начинающих""";OZ822472;5
ORD00565;SHIP00565;2024-12-05 00:00:00;2024-12-07 00:00:00;Отменен;;2024-12-07 06:00:00;1224.71;Колонка JBL Charge;OZ516860;1
ORD00566;SHIP00566;2024-11-26 00:00:00;2024-11-28 00:00:00;Доставлен;2024-12-01 12:00:00;2024-11-28 12:00:00;203281.06;iPhone 15 Pro;OZ665632;4
ORD00567;SHIP00567;2024-12-07 00:00:00;2024-12-08 00:00:00;В пути;;2024-12-08 10:00:00;13738.76;Фен Dyson Supersonic;OZ123237;1
ORD00568;SHIP00568;2024-12-07 00:00:00;2024-12-09 00:00:00;Доставлен;2024-12-12 13:00:00;2024-12-09 13:00:00;35077.42;Мышь Razer DeathAdder;OZ696672;1
ORD00569;SHIP00569;2024-12-03 00:00:00;2024-12-05 00:00:00;Доставлен;2024-12-10 09:00:00;2024-12-05 09:00:00;96414.59;Наушники Sony WH-1000XM4;OZ680389;5
ORD00570;SHIP00570;2024-12-04 00:00:00;2024-12-06 00:00:00;Отменен;;2024-12-06 16:00:00;32186.05;Рюкзак Nike;OZ974313;1
ORD00571;SHIP00571;2024-11-27 00:00:00;2024-11-29 00:00:00;Доставлен;2024-12-05 05:00:00;2024-11-29 05:00:00;75381.56;Микрофон Blue Yeti;OZ193098;3
ORD00572;SHIP00572;2024-11-10 00:00:00;2024-11-11 00:00:00;Возвращен;;2024-11-11 04:00:00;23155.07;Контроллер Xbox;OZ690344;1
ORD00573;SHIP00573;2024-11-12 00:00:00;2024-11-13 00:00:00;Обрабатывается;;2024-11-13 21:00:00;346975.56;Ноутбук ASUS VivoBook;OZ284628;4
ORD00574;SHIP00574;2024-11-13 00:00:00;2024-11-13 00:00:00;Доставлен;2024-11-16 22:00:00;2024-11-13 22:00:00;166689.26;"Книга ""Python для начинающих""";OZ961221;4
ORD00575;SHIP00575;2024-11-19 00:00:00;2024-11-19 00:00:00;Доставлен;2024-11-21 03:00:00;2024-11-19 03:00:00;10318.68;Монитор Dell UltraSharp;OZ323277;3
ORD00576;SHIP00576;2024-11-10 00:00:00;2024-11-10 00:00:00;В пути;;2024-11-10 13:00:00;53687.78;"Книга ""Python для начинающих""";OZ909302;2
ORD00577;SHIP00577;2024-11-27 00:00:00;2024-11-28 00:00:00;Доставлен;2024-12-01 04:00:00;2024-11-28 04:00:00;172899.46;Мышь Razer DeathAdder;OZ568561;4
ORD00578;SHIP00578;2024-12-06 00:00:00;2024-12-08 00:00:00;Доставлен;2024-12-11 13:00:00;2024-12-08 13:00:00;195539.64;Телевизор LG OLED;OZ492293;5
ORD00579;SHIP00579;2024-12-07 00:00:00;2024-12-08 00:00:00;Доставлен;2024-12-11 15:00:00;2024-12-08 15:00:00;75842.52;Микрофон Blue Yeti;OZ990586;3
ORD00580;SHIP00580;2024-11-11 00:00:00;2024-11-11 00:00:00;Доставлен;2024-11-15 15:00:00;2024-11-11 15:00:00;61234.39;Контроллер Xbox;OZ471307;3
ORD00581;SHIP00581;2024-11-27 00:00:00;2024-11-29 00:00:00;В пути;;2024-11-29 13:00:00;44471.03;Электробритва Philips;OZ995751;1
ORD00582;SHIP00582;2024-11-10 00:00:00;2024-11-12 00:00:00;Доставлен;2024-11-15 21:00:00;2024-11-12 21:00:00;185009.39;Зубная щетка Oral-B;OZ312757;4
ORD00583;SHIP00583;2024-11-22 00:00:00;2024-11-23 00:00:00;Доставлен;2024-11-29 05:00:00;2024-11-23 05:00:00;77878.66;"Книга ""Python для начинающих""";OZ962458;2
ORD00584;SHIP00584;2024-11-14 00:00:00;2024-11-15 00:00:00;Доставлен;2024-11-20 00:00:00;2024-11-16 00:00:00;136680.64;Фен Dyson Supersonic;OZ545418;3
ORD00585;SHIP00585;2024-11-15 00:00:00;2024-11-17 00:00:00;Доставлен;2024-11-21 02:00:00;2024-11-17 02:00:00;160845.58;Ноутбук ASUS VivoBook;OZ834663;3
ORD00586;SHIP00586;2024-11-08 00:00:00;2024-11-09 00:00:00;Доставлен;2024-11-12 22:00:00;2024-11-09 22:00:00;7841.18;Зубная щетка Oral-B;OZ243846;4
ORD00587;SHIP00587;2024-11-15 00:00:00;2024-11-16 00:00:00;Отменен;;2024-11-16 18:00:00;47359.91;Электробритва Philips;OZ752273;1
ORD00588;SHIP00588;2024-11-13 00:00:00;2024-11-13 00:00:00;В пути;;2024-11-14 00:00:00;41302.35;Кофемашина Delonghi;OZ857426;1
ORD00589;SHIP00589;2024-11-08 00:00:00;2024-11-08 00:00:00;Доставлен;2024-11-13 23:00:00;2024-11-08 23:00:00;74530.51;Монитор Dell UltraSharp;OZ838878;4
ORD00590;SHIP00590;2024-11-27 00:00:00;2024-11-28 00:00:00;Доставлен;2024-11-30 13:00:00;2024-11-28 13:00:00;162090.42;Микрофон Blue Yeti;OZ195128;4
ORD00591;SHIP00591;2024-12-06 00:00:00;2024-12-06 00:00:00;Доставлен;2024-12-13 15:00:00;2024-12-06 15:00:00;37990.75;Электробритва Philips;OZ898512;4
ORD00592;SHIP00592;2024-12-07 00:00:00;2024-12-08 00:00:00;Доставлен;2024-12-11 13:00:00;2024-12-08 13:00:00;36595.17;Пылесос Dyson V15;OZ899358;1
ORD00593;SHIP00593;2024-12-03 00:00:00;2024-12-03 00:00:00;Доставлен;2024-12-07 10:00:00;2024-12-03 10:00:00;26182.19;Умные часы Apple Watch;OZ287215;1
ORD00594;SHIP00594;2024-12-02 00:00:00;2024-12-04 00:00:00;Доставлен;2024-12-11 20:00:00;2024-12-04 20:00:00;211916.11;Телевизор LG OLED;OZ531921;3
ORD00595;SHIP00595;2024-11-18 00:00:00;2024-11-18 00:00:00;Доставлен;2024-11-23 22:00:00;2024-11-18 22:00:00;29213.21;Кофемашина Delonghi;OZ250141;1
ORD00596;SHIP00596;2024-12-06 00:00:00;2024-12-07 00:00:00;Доставлен;2024-12-08 05:00:00;2024-12-07 05:00:00;171716.59;Планшет iPad Air;OZ234317;2
ORD00597;SHIP00597;2024-11-12 00:00:00;2024-11-12 00:00:00;Обрабатывается;;2024-11-12 12:00:00;4491.91;"Книга ""Python для начинающих""";OZ784971;2
ORD00598;SHIP00598;2024-11-15 00:00:00;2024-11-16 00:00:00;Доставлен;2024-11-18 12:00:00;2024-11-16 12:00:00;239004.59;"Книга ""Python для начинающих""";OZ443060;5
ORD00599;SHIP00599;2024-11-26 00:00:00;2024-11-26 00:00:00;В пути;;2024-11-26 13:00:00;22970.38;Планшет iPad Air;OZ222300;1
